PRICECHANGE,value,total_points,transfers_balance ,selected,transfers_in,transfers_out,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,ea_index,open_play_crosses,big_chances_created,clearances_blocks_interceptions,recoveries,key_passes,tackles,winning_goals,attempted_passes,completed_passes,penalties_conceded,big_chances_missed,errors_leading_to_goal,errors_leading_to_goal_attempt,tackled,offside,target_missed,fouls,dribbles,opponent_team
0,45,0,0,64564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11
0,45,1,5769,62019,512,6281,12,0,0,0,1,0,0,0,0,0,0,0,3,2,3,20,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20,20
0,45,1,6283,56697,412,6695,3,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5
-1,44,0,5334,52830,1489,6823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,19
0,50,2,0,5155,0,0,90,0,0,0,3,0,0,0,0,0,0,0,15,130,66,10,21,0,0,0,2,6,0,3,0,53,43,0,0,0,0,4,1,0,1,9,11
0,50,1,50,6976,517,467,76,0,0,0,1,0,0,0,0,1,0,0,1,0,143,0,11,0,0,0,0,7,1,0,0,43,36,0,0,0,0,1,0,2,0,20,20
0,50,5,648,6759,345,993,90,0,1,0,1,0,0,0,0,0,0,0,23,352,125,0,48,0,0,0,4,5,1,0,0,37,32,0,0,0,0,0,0,0,0,22,5
0,50,3,357,7602,1093,736,90,0,0,1,0,0,0,0,0,0,0,0,17,130,333,0,46,0,0,0,1,3,2,3,0,65,56,0,0,0,0,1,0,2,1,32,19
0,50,0,0,2916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11
0,50,0,379,2770,35,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
-1,49,0,381,2635,37,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5
0,49,0,364,2546,22,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,19
0,50,2,0,10415,0,0,90,0,0,0,3,0,0,0,0,0,0,0,19,122,50,170,34,0,0,0,4,13,0,1,0,66,61,0,0,0,0,0,0,1,0,9,11
0,50,2,642,10088,150,792,90,0,0,0,1,0,0,0,0,0,0,0,12,70,190,0,26,0,0,0,2,8,1,0,0,62,52,0,0,0,0,0,0,2,0,20,20
0,50,2,714,9549,290,1004,90,0,0,0,1,0,0,0,0,0,0,0,19,256,13,30,30,0,0,0,13,7,0,1,0,32,29,0,0,0,0,2,1,0,0,22,5
-1,49,3,953,8691,124,1077,90,0,0,1,0,0,0,0,0,0,0,0,16,122,58,20,20,0,0,0,3,6,0,1,0,80,72,0,0,0,0,0,0,1,0,32,19
0,45,0,0,9151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11
0,45,0,1004,13257,138,1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
0,45,0,1203,14463,243,1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5
-1,44,0,1724,15333,707,2431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,19
0,45,0,0,4204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11
0,45,0,729,6000,44,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
0,45,0,1252,5418,13,1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5
0,45,0,574,4907,13,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,19
0,55,0,0,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11
0,55,0,139,1026,14,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
0,55,0,142,1158,33,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5
0,55,3,54,1381,58,112,73,0,0,1,0,0,0,0,0,0,0,0,11,86,126,340,55,0,0,0,0,2,0,1,0,30,25,0,0,0,0,0,1,0,0,32,19
0,50,0,0,8026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11
0,50,1,827,7544,40,867,5,0,0,0,0,0,0,0,0,0,0,0,4,24,106,20,15,0,0,0,0,1,1,0,0,4,3,0,0,0,0,0,0,0,0,20,20
-1,49,1,797,6884,60,857,32,0,0,0,1,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,1,0,22,5
0,49,1,776,6214,59,835,17,0,0,0,0,0,0,0,0,0,0,0,3,8,28,10,5,0,0,0,0,2,0,1,0,13,12,0,0,0,0,1,1,1,1,32,19
0,55,1,0,14418,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,50,12,210,27,0,0,0,0,1,0,1,0,8,8,0,0,0,0,0,0,0,0,9,11
0,55,0,1532,13625,271,1803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
-1,54,0,2642,11290,313,2955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5
-1,53,1,2963,8556,113,3076,17,0,0,0,0,0,0,0,0,0,0,0,5,82,27,40,15,0,0,0,1,5,0,1,0,13,12,0,0,0,0,2,0,0,2,32,19
0,45,0,0,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11
0,45,0,148,1692,29,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
0,45,0,165,1828,30,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5
0,45,0,63,1829,61,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,19
0,55,2,0,168184,0,0,67,0,0,0,3,0,0,0,0,0,0,0,10,54,80,200,33,0,1,0,1,4,0,0,0,36,31,0,0,0,0,5,0,0,3,9,11
0,55,3,5747,172602,6389,12136,78,0,0,1,0,0,0,0,0,0,0,0,7,92,168,130,39,0,0,0,4,5,1,0,0,27,20,0,0,0,0,5,0,0,2,20,20
0,55,1,9990,166686,9764,19754,58,0,0,0,0,0,0,0,0,0,0,0,3,34,120,210,36,0,0,0,2,1,1,1,0,19,13,0,0,0,0,4,1,0,1,22,5
-1,54,3,30415,137655,2614,33029,62,0,0,1,0,0,0,0,0,0,0,0,7,40,282,300,62,0,0,0,1,6,2,0,0,19,17,0,0,0,0,3,1,1,2,32,19
0,45,2,0,15331,0,0,80,0,0,0,3,0,0,0,0,0,0,0,10,70,143,40,25,0,0,0,1,5,1,2,0,28,22,0,0,0,0,3,0,0,1,9,11
0,45,0,544,17821,1453,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
0,45,0,1313,16978,789,2102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5
0,45,0,2253,14925,330,2583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,19
0,55,2,0,21974,0,0,90,0,0,0,3,0,0,0,0,0,0,0,5,42,135,320,50,0,0,0,0,7,1,0,0,27,23,0,0,0,0,3,0,3,2,9,11
0,55,2,692,22971,1046,1738,90,0,0,0,1,0,0,0,0,0,0,0,8,124,45,300,47,0,0,0,2,3,0,2,0,19,14,0,0,0,0,3,0,1,0,20,20
0,55,9,255,23376,2176,2431,90,1,0,0,1,0,0,0,0,0,0,2,30,388,238,370,100,0,0,1,3,8,2,1,0,27,22,0,0,0,0,3,0,2,1,22,5
0,55,3,7319,33660,16781,9462,73,0,0,1,0,0,0,0,0,0,0,0,10,156,32,250,44,0,0,0,5,4,0,1,0,14,12,0,0,0,0,3,0,1,3,32,19
0,65,2,0,100715,0,0,66,0,0,0,3,0,0,0,0,0,0,0,1,0,108,90,15,0,0,0,0,1,1,0,0,10,7,0,0,0,0,4,1,2,0,9,11
0,65,2,5996,100018,3041,9037,74,0,0,1,0,0,0,0,0,0,0,0,2,32,18,140,19,0,0,0,1,1,0,1,0,9,4,0,0,0,0,2,0,3,0,20,20
-1,64,2,15759,85527,4196,19955,70,0,0,1,0,0,0,0,0,0,0,0,5,0,24,290,31,0,0,0,0,0,0,0,0,10,8,0,1,0,0,5,0,3,1,22,5
0,64,6,8723,77640,6277,15000,90,1,0,1,0,0,0,0,0,0,0,0,31,390,243,560,119,0,0,0,1,4,2,1,1,19,15,0,1,0,0,3,1,0,0,32,19
0,45,0,0,13496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11
0,45,0,1470,15696,469,1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
0,45,0,1973,17272,581,2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5
0,45,0,3018,16967,172,3190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,19
0,45,4,0,145930,0,0,24,0,1,0,0,0,0,0,0,0,0,0,12,182,106,0,29,0,0,0,0,1,1,0,0,7,4,0,0,0,0,1,0,0,0,9,11
0,45,1,4880,150680,6903,11783,16,0,0,0,1,0,0,0,0,0,0,0,3,34,8,0,4,0,0,0,0,1,0,1,0,5,5,0,0,0,0,2,0,0,0,20,20
0,45,1,12053,144402,10711,22764,20,0,0,0,1,0,0,0,0,0,0,0,2,26,4,170,20,0,0,0,0,3,0,0,0,7,5,0,0,0,0,2,0,0,0,22,5
0,45,0,5659,144190,15763,21422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,19
0,60,1,0,24395,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,12,105,20,14,0,0,0,0,0,1,0,0,4,2,0,0,0,0,3,0,0,0,9,11
0,60,0,2931,23137,616,3547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
-1,59,0,5183,18437,416,5599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5
-1,58,0,2871,15954,775,3646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,19
0,55,0,0,2498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11
0,55,0,425,2454,60,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
-1,54,0,485,2192,70,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5
0,54,0,258,2097,90,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,19
0,45,4,0,144402,0,0,90,0,0,0,1,0,0,0,0,0,7,0,24,478,0,0,48,0,0,0,0,13,0,0,0,40,21,0,0,0,0,0,0,0,0,1,16
0,45,10,467,154198,5201,4734,90,0,0,1,0,0,0,0,0,0,5,3,31,256,0,0,26,0,0,0,1,9,0,0,0,35,15,0,0,0,0,0,0,0,0,12,9
0,45,3,58528,247112,68412,9884,90,0,0,0,3,0,0,0,0,0,6,0,20,456,0,0,46,0,0,0,0,8,0,0,0,22,8,0,0,0,0,0,0,0,0,21,4
0,45,2,36543,294603,54968,18425,90,0,0,0,1,0,0,0,0,0,2,0,14,148,0,0,15,0,0,0,0,7,0,0,0,30,21,0,0,0,0,0,0,0,0,33,7
0,45,1,0,11806,0,0,90,0,0,0,1,0,0,0,1,0,0,0,7,154,292,60,51,0,2,0,7,4,1,0,0,27,17,0,0,0,0,1,1,1,0,1,16
0,45,7,689,11790,135,824,90,0,0,1,0,0,0,0,0,0,0,1,29,236,138,0,37,0,0,0,8,2,1,3,0,15,6,0,0,0,0,0,0,0,0,12,9
0,45,1,3031,16848,4497,1466,90,0,0,0,3,0,0,0,0,0,0,0,16,284,30,0,31,0,0,0,10,6,0,2,0,29,25,0,0,0,0,1,0,1,1,21,4
0,45,2,1050,18677,3052,2002,90,0,0,0,1,0,0,0,0,0,0,0,16,228,349,0,58,0,3,0,6,2,2,1,0,37,29,0,0,0,0,2,0,0,0,33,7
0,45,2,0,21801,0,0,90,0,0,0,1,0,0,0,0,0,0,0,15,188,6,40,23,0,0,0,8,7,0,0,0,39,34,0,0,0,0,1,0,0,0,1,16
0,45,6,764,23302,718,1482,90,0,0,1,0,0,0,0,0,0,0,0,27,318,1,0,32,0,0,0,14,3,0,1,0,13,11,0,0,0,0,1,0,0,0,12,9
0,45,1,2030,27525,4211,2181,90,0,0,0,3,0,0,0,0,0,0,0,13,154,4,40,20,0,0,0,11,2,0,0,0,39,34,0,0,0,0,0,1,1,0,21,4
0,45,1,712,27511,2528,3240,90,0,0,0,1,0,0,0,1,0,0,0,13,256,20,80,36,0,0,0,16,5,0,0,0,44,36,0,0,0,0,0,1,2,0,33,7
0,45,1,0,1702,0,0,90,0,0,0,1,0,0,0,1,0,0,0,13,220,204,0,42,0,2,0,6,2,0,4,0,28,19,0,0,0,0,1,0,3,1,1,16
0,45,6,50,2926,166,116,90,0,0,1,0,0,0,0,0,0,0,0,18,56,4,0,6,0,0,0,4,2,0,0,0,15,11,0,0,0,0,1,0,1,0,12,9
0,45,1,1253,6026,1654,401,90,0,0,0,3,0,0,0,0,0,0,0,17,264,15,20,30,0,0,0,11,4,0,1,0,44,31,0,0,0,0,1,0,1,3,21,4
0,45,2,427,7231,1034,607,90,0,0,0,1,0,0,0,0,0,0,0,8,16,23,10,5,0,0,0,4,5,0,0,0,34,28,0,0,0,0,1,1,3,0,33,7
0,50,2,0,33551,0,0,90,0,0,0,1,0,0,0,0,0,0,0,16,150,45,40,24,0,1,0,6,3,0,0,0,37,32,0,0,0,0,0,0,0,1,1,16
0,50,6,1676,35727,671,2347,90,0,0,1,0,0,0,0,0,0,0,0,25,218,0,0,22,0,0,0,13,1,0,1,0,16,11,0,0,0,0,0,0,1,0,12,9
0,50,0,531,38229,1763,2294,90,0,0,0,3,0,0,0,1,0,0,0,18,312,3,0,32,0,0,0,11,8,0,3,0,37,30,0,0,0,1,0,0,1,0,21,4
0,50,2,3072,35991,704,3776,90,0,0,0,1,0,0,0,0,0,0,0,14,218,1,0,22,0,0,0,9,4,0,0,0,40,32,0,0,0,0,1,0,0,0,33,7
0,40,0,0,45073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16
0,40,0,2323,50809,1784,4107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9
0,40,0,3467,52765,1493,4960,19,0,0,0,1,0,0,0,1,0,0,0,2,0,17,60,4,0,0,0,0,2,0,0,0,14,11,0,0,0,0,0,1,1,0,21,4
0,40,0,2601,55195,3063,5664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7
0,45,0,0,1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16
0,45,0,214,1822,15,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9
-1,44,0,201,1899,38,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4
0,44,0,173,1881,40,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7
0,50,1,0,3209,0,0,86,0,0,0,1,0,0,0,1,0,0,0,8,0,117,20,13,0,0,0,2,5,0,0,0,32,26,0,0,0,0,0,0,1,0,1,16
0,50,0,392,3212,42,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9
0,50,0,1038,2234,31,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4
0,50,0,683,1565,7,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7
0,55,2,0,8376,0,0,90,0,0,0,1,0,0,0,0,0,0,0,11,146,233,160,54,0,0,1,3,5,2,0,0,20,17,0,0,0,0,2,0,1,1,1,16
0,55,3,745,8307,156,901,90,0,0,1,0,0,0,0,0,0,0,0,10,44,5,0,5,0,0,0,2,10,0,1,0,14,11,0,0,0,0,1,0,2,1,12,9
0,55,2,470,8202,553,1023,90,0,0,0,3,0,0,0,0,0,0,0,9,74,187,60,32,0,1,0,3,1,1,0,0,26,23,0,0,0,0,0,0,0,1,21,4
0,55,2,662,7726,567,1229,90,0,0,0,1,0,0,0,0,0,0,0,13,140,62,320,52,0,1,0,3,1,0,3,0,12,9,0,0,0,0,1,1,0,1,33,7
0,55,3,0,4381,0,0,74,0,0,1,0,0,0,0,0,0,0,0,5,66,118,20,20,0,0,0,1,4,1,0,0,20,13,0,0,0,0,3,0,1,1,1,16
0,55,3,290,4707,183,473,90,0,0,1,0,0,0,0,0,0,0,0,11,60,21,0,8,0,0,0,9,3,0,2,0,20,12,0,0,0,0,0,0,4,0,12,9
0,55,1,203,4882,413,616,56,0,0,0,2,0,0,0,0,0,0,0,5,0,6,40,3,0,0,0,2,6,0,1,0,19,10,0,0,0,0,1,1,2,1,21,4
0,55,0,566,4404,144,710,15,0,0,0,1,0,0,0,1,0,0,0,0,12,103,0,12,0,0,0,2,1,1,0,0,6,3,0,0,0,0,0,0,2,0,33,7
0,45,2,0,6363,0,0,90,0,0,0,1,0,0,0,0,0,0,0,6,90,15,130,24,0,0,0,6,7,0,1,0,32,21,0,0,0,0,3,1,3,0,1,16
0,45,3,213,7797,310,523,90,0,0,1,0,0,0,0,0,0,0,0,4,118,19,0,14,0,0,0,3,0,0,0,0,21,14,0,0,0,0,1,0,3,1,12,9
0,45,2,683,9492,1573,890,71,0,0,0,2,0,0,0,0,0,0,0,11,60,39,10,11,0,0,0,2,1,0,1,0,53,45,0,0,0,0,0,1,1,0,21,4
0,45,6,1603,8091,296,1899,90,0,1,0,1,0,0,0,0,0,0,1,22,266,122,230,62,0,0,0,5,2,1,1,0,59,50,0,0,0,0,0,2,0,0,33,7
0,45,0,0,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16
0,45,0,139,1666,32,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9
0,45,0,176,1596,34,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4
-1,44,0,100,3516,373,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7
0,45,0,0,5394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16
0,45,0,450,5223,77,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9
-1,44,0,418,5262,348,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4
0,44,0,413,8220,1851,1438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7
0,60,2,0,16321,0,0,90,0,0,0,1,0,0,0,0,0,0,0,5,68,173,230,47,0,0,0,0,1,1,0,0,35,17,0,0,0,0,0,0,0,0,1,16
0,60,9,1383,16298,603,1986,81,1,0,1,0,0,0,0,0,0,0,3,31,358,23,90,47,0,0,0,1,2,0,0,1,25,13,0,0,0,0,4,0,0,2,12,9
0,60,2,8846,29138,11673,2827,90,0,0,0,3,0,0,0,0,0,0,0,4,8,38,240,29,0,0,0,0,2,0,0,0,17,11,0,0,0,0,1,0,1,1,21,4
0,60,2,8664,40348,13967,5303,90,0,0,0,1,0,0,0,0,0,0,0,6,66,222,50,34,0,0,0,1,0,2,1,0,21,13,0,0,0,0,3,1,0,0,33,7
0,65,2,0,410883,0,0,90,0,0,0,1,0,0,0,0,0,0,0,3,0,23,420,43,0,0,0,0,1,0,0,0,13,8,0,1,0,0,4,3,0,2,1,16
0,65,10,48471,371840,4485,52956,90,1,1,1,0,0,0,0,0,0,0,1,29,498,121,140,76,0,0,0,1,7,1,0,0,9,7,0,0,0,0,10,1,1,2,12,9
0,65,2,16315,401127,57189,40874,90,0,0,0,3,0,0,0,0,0,0,0,5,34,144,0,18,0,0,0,0,1,1,0,0,17,11,0,0,0,0,3,0,0,1,21,4
0,65,2,3941,403751,53538,57479,79,0,0,1,0,0,0,0,0,0,0,0,3,0,118,160,27,0,0,0,0,1,1,0,0,8,6,0,0,0,0,2,0,3,1,33,7
0,45,1,0,15980,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,10,20,3,0,0,0,0,1,0,0,0,4,3,0,0,0,0,0,0,0,0,1,16
0,45,1,872,19250,1113,1985,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,9
0,45,0,1376,20301,1785,3161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4
0,45,0,3464,18160,909,4373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7
0,45,0,0,3649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16
0,45,0,556,3816,102,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9
0,45,0,602,3492,105,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4
0,45,0,372,3241,157,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7
0,45,0,0,4419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16
0,45,0,439,4567,144,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9
0,45,0,847,3913,164,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4
0,45,0,750,3189,28,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7
0,45,0,0,35760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16
0,45,0,3456,37836,1531,4987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9
0,45,0,8173,31117,1554,9727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4
0,45,0,6581,24717,252,6833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7
0,55,2,0,264255,0,0,90,0,0,0,1,0,0,0,0,0,2,0,12,134,0,0,13,0,0,0,0,6,0,0,0,16,7,0,0,0,0,0,0,0,0,10,20
0,55,2,24377,348069,33669,9292,90,0,0,0,1,0,0,0,0,0,1,0,9,88,0,0,9,0,0,0,0,5,0,0,0,14,10,0,0,0,0,0,0,0,0,17,18
0,55,6,3529,367564,16243,19772,90,0,0,1,0,0,0,0,0,0,0,0,20,52,0,0,5,0,0,0,1,6,0,0,0,20,9,0,0,0,0,0,0,0,0,21,3
0,55,0,1923,388715,20889,18966,90,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,23,18,1,0,0,0,0,0,1,0,39,16
